mcc,industry,avg_invoice_size,monthly_txn_count,annual_payment_volume,supplier_margin_profile,payment_speed_preference,card_acceptance_history,reconciliation_complexity,geography,currency,servicing_cost,vendor_id,offer_rate_bps,offer_settlement,offer_fee_cap,accepted
7399,professional_services,449.69,7,57764.75,healthy,standard,never_offered,high,domestic,USD,low,V008572,220,next_day,capped,1
5169,chemicals,1696.0,7,745498.45,moderate,standard,accepted,medium,domestic,USD,medium,V008573,220,next_day,none,1
5169,chemicals,1696.0,7,745498.45,moderate,standard,accepted,medium,domestic,USD,medium,V008573,280,same_day,none,0
7372,it_services,2008.19,17,7038975.47,moderate,immediate,rejected,medium,domestic,USD,low,V008574,220,next_day,none,1
7372,it_services,2008.19,17,7038975.47,moderate,immediate,rejected,medium,domestic,USD,low,V008574,80,same_day,capped,1
5065,industrial,762.79,21,2199517.51,thin,immediate,accepted,medium,cross_border,other,low,V008575,80,same_day,none,1
5065,industrial,762.79,21,2199517.51,thin,immediate,accepted,medium,cross_border,other,low,V008575,150,same_day,capped,1
5169,chemicals,1471.58,8,654689.35,healthy,immediate,never_offered,low,domestic,USD,high,V008576,220,next_day,capped,1
5169,chemicals,1471.58,8,654689.35,healthy,immediate,never_offered,low,domestic,USD,high,V008576,150,next_day,capped,1
7372,it_services,2408.65,12,7499321.37,moderate,fast,accepted,low,domestic,USD,medium,V008577,280,next_day,none,1
7372,it_services,2408.65,12,7499321.37,moderate,fast,accepted,low,domestic,USD,medium,V008577,280,next_day,none,1
7399,professional_services,271.28,10,727525.54,thin,standard,never_offered,low,domestic,USD,medium,V008578,280,next_day,capped,0
7399,professional_services,271.28,10,727525.54,thin,standard,never_offered,low,domestic,USD,medium,V008578,150,next_day,none,0
5122,pharma,2736.09,14,783434.22,moderate,fast,rejected,medium,domestic,USD,medium,V008579,220,next_day,none,0
5122,pharma,2736.09,14,783434.22,moderate,fast,rejected,medium,domestic,USD,medium,V008579,280,same_day,none,1
4214,freight_logistics,970.59,30,4088206.92,thin,standard,accepted,medium,domestic,USD,low,V008580,220,same_day,none,0
4214,freight_logistics,970.59,30,4088206.92,thin,standard,accepted,medium,domestic,USD,low,V008580,280,next_day,capped,0
4214,freight_logistics,3787.12,4,3598865.2,moderate,standard,rejected,high,domestic,USD,low,V008581,280,same_day,none,1
4214,freight_logistics,3787.12,4,3598865.2,moderate,standard,rejected,high,domestic,USD,low,V008581,80,next_day,none,1
5169,chemicals,416.58,10,131523.63,healthy,standard,never_offered,low,domestic,USD,low,V008582,80,next_day,none,1
5169,chemicals,416.58,10,131523.63,healthy,standard,never_offered,low,domestic,USD,low,V008582,280,next_day,capped,1
5122,pharma,6827.9,17,5249095.92,healthy,standard,rejected,medium,domestic,USD,low,V008583,80,next_day,none,1
5122,pharma,6827.9,17,5249095.92,healthy,standard,rejected,medium,domestic,USD,low,V008583,220,same_day,none,1
7399,professional_services,89.36,16,51504.25,thin,immediate,rejected,low,cross_border,GBP,low,V008584,150,same_day,none,1
7399,professional_services,89.36,16,51504.25,thin,immediate,rejected,low,cross_border,GBP,low,V008584,280,next_day,capped,0
5065,industrial,358.3,22,322159.74,thin,immediate,accepted,low,domestic,USD,low,V008585,280,same_day,none,0
5065,industrial,358.3,22,322159.74,thin,immediate,accepted,low,domestic,USD,low,V008585,280,next_day,none,1
5137,office_supplies,150.1,4,92659.46,healthy,fast,rejected,medium,domestic,USD,low,V008586,150,same_day,capped,1
5137,office_supplies,150.1,4,92659.46,healthy,fast,rejected,medium,domestic,USD,low,V008586,280,same_day,none,1
8911,engineering,8793.45,28,8558522.25,moderate,standard,never_offered,high,domestic,USD,low,V008587,280,same_day,none,1
8911,engineering,8793.45,28,8558522.25,moderate,standard,never_offered,high,domestic,USD,low,V008587,80,same_day,capped,1
5111,office_supplies,171.04,14,168111.4,healthy,immediate,accepted,high,cross_border,EUR,medium,V008588,280,same_day,none,1
5111,office_supplies,171.04,14,168111.4,healthy,immediate,accepted,high,cross_border,EUR,medium,V008588,280,next_day,none,0
5199,industrial,1369.4,7,1241739.65,healthy,standard,rejected,low,domestic,USD,low,V008589,80,same_day,capped,1
5199,industrial,1369.4,7,1241739.65,healthy,standard,rejected,low,domestic,USD,low,V008589,220,next_day,capped,0
5122,pharma,5213.14,12,5014420.64,thin,fast,never_offered,high,domestic,USD,high,V008590,80,next_day,none,1
5122,pharma,5213.14,12,5014420.64,thin,fast,never_offered,high,domestic,USD,high,V008590,80,same_day,capped,0
7392,professional_services,9153.15,8,12001871.2,moderate,standard,never_offered,low,domestic,USD,low,V008591,150,next_day,capped,1
7392,professional_services,9153.15,8,12001871.2,moderate,standard,never_offered,low,domestic,USD,low,V008591,280,same_day,capped,1
4214,freight_logistics,5357.67,28,1257193.23,healthy,fast,rejected,medium,domestic,USD,high,V008592,150,same_day,none,1
4214,freight_logistics,5357.67,28,1257193.23,healthy,fast,rejected,medium,domestic,USD,high,V008592,150,next_day,capped,1
5065,industrial,276.03,10,429040.81,moderate,standard,accepted,medium,cross_border,EUR,high,V008593,280,next_day,capped,1
5065,industrial,276.03,10,429040.81,moderate,standard,accepted,medium,cross_border,EUR,high,V008593,220,next_day,none,1
5169,chemicals,239.94,18,222433.27,healthy,fast,rejected,medium,domestic,USD,low,V008594,80,same_day,capped,0
5169,chemicals,239.94,18,222433.27,healthy,fast,rejected,medium,domestic,USD,low,V008594,280,next_day,capped,0
5065,industrial,2031.16,8,944667.26,moderate,standard,rejected,medium,domestic,USD,medium,V008595,220,next_day,none,0
5065,industrial,2031.16,8,944667.26,moderate,standard,rejected,medium,domestic,USD,medium,V008595,220,next_day,capped,0
5172,fuel_energy,1651.97,13,3215048.82,healthy,fast,never_offered,medium,domestic,USD,medium,V008596,220,same_day,capped,1
5172,fuel_energy,1651.97,13,3215048.82,healthy,fast,never_offered,medium,domestic,USD,medium,V008596,150,next_day,capped,0
5169,chemicals,2934.46,15,8655724.43,moderate,standard,never_offered,medium,domestic,USD,medium,V008597,280,next_day,none,1
5169,chemicals,2934.46,15,8655724.43,moderate,standard,never_offered,medium,domestic,USD,medium,V008597,150,same_day,none,0
5211,construction,2967.0,11,7458027.4,thin,immediate,never_offered,low,domestic,USD,low,V008598,220,same_day,none,1
5211,construction,2967.0,11,7458027.4,thin,immediate,never_offered,low,domestic,USD,low,V008598,150,same_day,none,0
5137,office_supplies,108.66,11,48977.34,thin,standard,accepted,low,cross_border,GBP,medium,V008599,80,next_day,none,1
5137,office_supplies,108.66,11,48977.34,thin,standard,accepted,low,cross_border,GBP,medium,V008599,150,same_day,none,1
4214,freight_logistics,27811.87,8,38168628.23,healthy,standard,accepted,high,domestic,USD,low,V008600,280,next_day,none,1
4214,freight_logistics,27811.87,8,38168628.23,healthy,standard,accepted,high,domestic,USD,low,V008600,280,next_day,none,1
5172,fuel_energy,1432.55,5,841278.91,thin,fast,accepted,low,domestic,USD,medium,V008601,280,next_day,none,0
5172,fuel_energy,1432.55,5,841278.91,thin,fast,accepted,low,domestic,USD,medium,V008601,280,same_day,capped,0
5169,chemicals,2269.73,9,4373636.11,moderate,fast,never_offered,low,domestic,USD,medium,V008602,220,next_day,none,1
5169,chemicals,2269.73,9,4373636.11,moderate,fast,never_offered,low,domestic,USD,medium,V008602,280,next_day,capped,0
5111,office_supplies,115.86,31,761534.86,thin,standard,accepted,medium,domestic,USD,low,V008603,80,next_day,capped,1
5111,office_supplies,115.86,31,761534.86,thin,standard,accepted,medium,domestic,USD,low,V008603,220,next_day,capped,0
5085,industrial,7347.8,7,11819195.38,thin,standard,accepted,medium,domestic,USD,low,V008604,150,same_day,capped,1
5085,industrial,7347.8,7,11819195.38,thin,standard,accepted,medium,domestic,USD,low,V008604,220,next_day,none,1
5169,chemicals,2776.98,6,536582.0,healthy,fast,rejected,medium,domestic,USD,low,V008605,220,same_day,none,0
5169,chemicals,2776.98,6,536582.0,healthy,fast,rejected,medium,domestic,USD,low,V008605,150,next_day,capped,0
5085,industrial,675.59,8,1420396.01,moderate,standard,accepted,low,domestic,USD,high,V008606,280,same_day,none,1
5085,industrial,675.59,8,1420396.01,moderate,standard,accepted,low,domestic,USD,high,V008606,80,next_day,none,1
5085,industrial,4626.09,21,14796800.39,healthy,standard,never_offered,medium,domestic,USD,low,V008607,150,next_day,capped,1
5085,industrial,4626.09,21,14796800.39,healthy,standard,never_offered,medium,domestic,USD,low,V008607,80,same_day,none,0
5085,industrial,345.9,4,330218.68,thin,standard,never_offered,low,domestic,USD,medium,V008608,220,next_day,none,1
5085,industrial,345.9,4,330218.68,thin,standard,never_offered,low,domestic,USD,medium,V008608,280,same_day,capped,1
5111,office_supplies,358.85,24,927327.37,healthy,immediate,accepted,medium,domestic,USD,low,V008609,280,same_day,none,1
5111,office_supplies,358.85,24,927327.37,healthy,immediate,accepted,medium,domestic,USD,low,V008609,80,same_day,none,1
5085,industrial,2528.66,30,19496763.99,healthy,standard,never_offered,low,domestic,USD,low,V008610,80,same_day,none,1
5085,industrial,2528.66,30,19496763.99,healthy,standard,never_offered,low,domestic,USD,low,V008610,220,same_day,capped,0
7372,it_services,2848.95,6,2783363.07,healthy,standard,never_offered,low,domestic,USD,medium,V008611,280,same_day,capped,1
7372,it_services,2848.95,6,2783363.07,healthy,standard,never_offered,low,domestic,USD,medium,V008611,280,next_day,capped,1
7392,professional_services,1784.84,58,20977415.43,thin,standard,accepted,high,domestic,USD,high,V008612,150,same_day,capped,1
7392,professional_services,1784.84,58,20977415.43,thin,standard,accepted,high,domestic,USD,high,V008612,150,next_day,capped,1
5122,pharma,4216.71,42,5240542.74,moderate,fast,accepted,low,domestic,USD,low,V008613,280,next_day,none,1
5122,pharma,4216.71,42,5240542.74,moderate,fast,accepted,low,domestic,USD,low,V008613,280,next_day,none,0
5122,pharma,2201.78,18,3359416.75,thin,fast,accepted,medium,domestic,USD,medium,V008614,80,next_day,none,1
5122,pharma,2201.78,18,3359416.75,thin,fast,accepted,medium,domestic,USD,medium,V008614,80,next_day,none,1
5211,construction,1920.26,14,5669769.9,healthy,standard,rejected,low,domestic,USD,high,V008615,220,next_day,none,1
5211,construction,1920.26,14,5669769.9,healthy,standard,rejected,low,domestic,USD,high,V008615,220,next_day,none,0
5085,industrial,2558.64,14,8277844.06,thin,standard,accepted,low,domestic,USD,low,V008616,150,next_day,none,1
5085,industrial,2558.64,14,8277844.06,thin,standard,accepted,low,domestic,USD,low,V008616,150,next_day,none,1
5199,industrial,1349.97,10,1262739.03,moderate,fast,rejected,medium,domestic,USD,low,V008617,220,same_day,none,0
5199,industrial,1349.97,10,1262739.03,moderate,fast,rejected,medium,domestic,USD,low,V008617,280,same_day,capped,0
5137,office_supplies,756.29,27,248354.75,moderate,standard,accepted,low,domestic,USD,low,V008618,80,same_day,capped,0
5137,office_supplies,756.29,27,248354.75,moderate,standard,accepted,low,domestic,USD,low,V008618,280,next_day,none,1
7372,it_services,2373.71,14,6294042.18,moderate,fast,accepted,medium,cross_border,EUR,medium,V008619,80,same_day,none,1
7372,it_services,2373.71,14,6294042.18,moderate,fast,accepted,medium,cross_border,EUR,medium,V008619,150,next_day,none,1
5111,office_supplies,62.61,23,252647.52,healthy,standard,never_offered,medium,domestic,USD,low,V008620,280,next_day,capped,1
5111,office_supplies,62.61,23,252647.52,healthy,standard,never_offered,medium,domestic,USD,low,V008620,150,next_day,none,1
7392,professional_services,15655.38,15,21516244.89,moderate,fast,accepted,low,domestic,USD,high,V008621,150,same_day,none,1
7392,professional_services,15655.38,15,21516244.89,moderate,fast,accepted,low,domestic,USD,high,V008621,280,same_day,capped,0
7392,professional_services,8774.74,21,42235086.09,moderate,standard,rejected,low,cross_border,EUR,low,V008622,280,same_day,capped,0
7392,professional_services,8774.74,21,42235086.09,moderate,standard,rejected,low,cross_border,EUR,low,V008622,220,same_day,none,1
5122,pharma,314.9,14,867542.0,healthy,fast,accepted,medium,domestic,USD,low,V008623,80,same_day,none,1
5122,pharma,314.9,14,867542.0,healthy,fast,accepted,medium,domestic,USD,low,V008623,80,next_day,capped,1
7372,it_services,2058.11,15,8296434.72,healthy,immediate,rejected,medium,cross_border,EUR,medium,V008624,150,next_day,none,0
7372,it_services,2058.11,15,8296434.72,healthy,immediate,rejected,medium,cross_border,EUR,medium,V008624,220,same_day,capped,1
5211,construction,1076.1,16,3694075.57,healthy,standard,never_offered,medium,domestic,USD,low,V008625,280,same_day,capped,1
5211,construction,1076.1,16,3694075.57,healthy,standard,never_offered,medium,domestic,USD,low,V008625,220,next_day,capped,0
4214,freight_logistics,2175.24,22,11978119.29,healthy,standard,accepted,high,domestic,USD,low,V008626,150,next_day,none,1
4214,freight_logistics,2175.24,22,11978119.29,healthy,standard,accepted,high,domestic,USD,low,V008626,80,same_day,none,1
5122,pharma,4463.8,3,3552725.79,thin,standard,accepted,medium,cross_border,EUR,medium,V008627,150,same_day,capped,0
5122,pharma,4463.8,3,3552725.79,thin,standard,accepted,medium,cross_border,EUR,medium,V008627,80,next_day,capped,1
5122,pharma,3120.75,13,709823.19,moderate,standard,never_offered,medium,domestic,USD,medium,V008628,80,same_day,capped,1
5122,pharma,3120.75,13,709823.19,moderate,standard,never_offered,medium,domestic,USD,medium,V008628,150,next_day,none,1
5122,pharma,1096.37,9,205837.99,thin,standard,accepted,low,cross_border,other,low,V008629,220,same_day,capped,0
5122,pharma,1096.37,9,205837.99,thin,standard,accepted,low,cross_border,other,low,V008629,80,next_day,capped,1
5065,industrial,833.24,13,414577.49,moderate,standard,rejected,low,domestic,USD,medium,V008630,150,next_day,none,1
5065,industrial,833.24,13,414577.49,moderate,standard,rejected,low,domestic,USD,medium,V008630,80,next_day,capped,1
5111,office_supplies,65.98,1,2182.15,thin,standard,accepted,medium,domestic,USD,medium,V008631,80,same_day,none,1
5111,office_supplies,65.98,1,2182.15,thin,standard,accepted,medium,domestic,USD,medium,V008631,150,next_day,none,1
5111,office_supplies,62.77,13,162845.59,thin,standard,accepted,medium,cross_border,EUR,high,V008632,220,same_day,capped,1
5111,office_supplies,62.77,13,162845.59,thin,standard,accepted,medium,cross_border,EUR,high,V008632,150,next_day,capped,1
5065,industrial,4100.04,16,1796927.47,thin,standard,never_offered,low,domestic,USD,medium,V008633,80,same_day,none,0
5065,industrial,4100.04,16,1796927.47,thin,standard,never_offered,low,domestic,USD,medium,V008633,80,next_day,none,1
4214,freight_logistics,5303.56,15,18618153.87,healthy,standard,rejected,high,domestic,USD,low,V008634,220,same_day,capped,1
4214,freight_logistics,5303.56,15,18618153.87,healthy,standard,rejected,high,domestic,USD,low,V008634,80,same_day,capped,0
7399,professional_services,436.09,3,230378.8,healthy,standard,rejected,medium,domestic,USD,low,V008635,150,same_day,capped,1
7399,professional_services,436.09,3,230378.8,healthy,standard,rejected,medium,domestic,USD,low,V008635,220,same_day,capped,1
5085,industrial,1008.31,15,3603369.14,thin,standard,never_offered,medium,domestic,USD,low,V008636,80,same_day,capped,1
5085,industrial,1008.31,15,3603369.14,thin,standard,never_offered,medium,domestic,USD,low,V008636,280,same_day,none,0
5172,fuel_energy,1079.15,16,464088.02,healthy,standard,rejected,low,domestic,USD,medium,V008637,280,next_day,capped,0
5172,fuel_energy,1079.15,16,464088.02,healthy,standard,rejected,low,domestic,USD,medium,V008637,80,next_day,capped,1
7372,it_services,5183.13,6,2977912.69,moderate,fast,accepted,high,cross_border,EUR,low,V008638,220,next_day,capped,1
7372,it_services,5183.13,6,2977912.69,moderate,fast,accepted,high,cross_border,EUR,low,V008638,150,next_day,capped,1
5199,industrial,174.44,13,461708.97,moderate,standard,never_offered,low,cross_border,GBP,medium,V008639,150,next_day,none,0
5199,industrial,174.44,13,461708.97,moderate,standard,never_offered,low,cross_border,GBP,medium,V008639,80,same_day,capped,1
7392,professional_services,44042.93,12,119839890.0,healthy,standard,accepted,medium,domestic,USD,low,V008640,80,same_day,none,1
7392,professional_services,44042.93,12,119839890.0,healthy,standard,accepted,medium,domestic,USD,low,V008640,80,same_day,none,1
5734,software,53438.28,21,78411917.04,moderate,fast,never_offered,low,domestic,USD,high,V008641,150,same_day,capped,1
5734,software,53438.28,21,78411917.04,moderate,fast,never_offered,low,domestic,USD,high,V008641,280,next_day,none,0
5199,industrial,88.67,11,151519.41,moderate,standard,accepted,medium,domestic,USD,medium,V008642,150,next_day,capped,1
5199,industrial,88.67,11,151519.41,moderate,standard,accepted,medium,domestic,USD,medium,V008642,280,same_day,none,1
